municipio_distrito;fecha_informe;casos_confirmados_ultimos_14dias;tasa_incidencia_acumulada_ultimos_14dias;casos_confirmados_totales;tasa_incidencia_acumulada_total;codigo_geometria
Madrid-Villaverde                           ;2020/04/18 07:00:00;327;205,6;1198;753,26;079617
Madrid-Villa de Vallecas                    ;2020/04/18 07:00:00;166;155,68;1082;1014,73;079618
Madrid-Vicálvaro                            ;2020/04/18 07:00:00;144;200,31;689;958,44;079619
Pozuelo de Alarcón                          ;2020/04/18 07:00:00;149;168,74;556;629,67;1150  
Alcorcón                                    ;2020/04/18 07:00:00;394;225,35;1436;821,32;0072  
Navalcarnero                                ;2020/04/18 07:00:00;33;116,9;135;478,23;0967  
San Agustín del Guadalix                    ;2020/04/18 07:00:00;28;192,27;51;350,2;1296  
Las Rozas de Madrid                         ;2020/04/18 07:00:00;163;170,06;585;610,34;1277  
Moraleja de Enmedio                         ;2020/04/18 07:00:00;6;112,02;20;373,41;0894  
Valdaracete                                 ;2020/04/18 07:00:00;;164,74;;823,72;1551  
Pozuelo del Rey                             ;2020/04/18 07:00:00;;202,02;;404,04;1163  
Puebla de la Sierra                         ;2020/04/18 07:00:00;;0;;0;1185  
Perales de Tajuña                           ;2020/04/18 07:00:00;;53,72;7;188,02;1104  
Valdemorillo                                ;2020/04/18 07:00:00;17;140,25;37;305,26;1603  
Navalafuente                                ;2020/04/18 07:00:00;;377,83;;629,72;0941  
Velilla de San Antonio                      ;2020/04/18 07:00:00;17;136,08;58;464,26;1678  
Villanueva de la Cañada                     ;2020/04/18 07:00:00;33;135,33;92;377,3;1760  
Villanueva del Pardillo                     ;2020/04/18 07:00:00;17;100,66;69;408,55;1776  
Nuevo Baztán                                ;2020/04/18 07:00:00;;75,22;26;391,15;1006  
Villamantilla                               ;2020/04/18 07:00:00;;0;7;829,38;1757  
Villamanta                                  ;2020/04/18 07:00:00;;140,78;9;422,34;1744  
Cabanillas de la Sierra                     ;2020/04/18 07:00:00;;518,13;9;1554,4;0297  
Cenicientos                                 ;2020/04/18 07:00:00;6;305,97;19;968,89;0376  
Puentes Viejas                              ;2020/04/18 07:00:00;;218,82;;437,64;9020  
Aranjuez                                    ;2020/04/18 07:00:00;82;129,27;386;608,54;0133  
Cercedilla                                  ;2020/04/18 07:00:00;39;520,9;85;1135,3;0382  
Santorcaz                                   ;2020/04/18 07:00:00;;0;7;1236,75;1369  
Coslada                                     ;2020/04/18 07:00:00;172;194,56;716;809,93;0493  
Morata de Tajuña                            ;2020/04/18 07:00:00;;64,37;84;1081,5;0915  
Robregordo                                  ;2020/04/18 07:00:00;;0;;0;1261  
Navarredonda y San Mamés                    ;2020/04/18 07:00:00;;1204,82;;2409,64;0973  
Venturada                                   ;2020/04/18 07:00:00;;70,82;;141,64;1697  
Navacerrada                                 ;2020/04/18 07:00:00;;71,74;12;430,42;0936  
Montejo de la Sierra                        ;2020/04/18 07:00:00;;279,33;;279,33;0881  
Fresno de Torote                            ;2020/04/18 07:00:00;;249,79;14;1165,7;0571  
Pinilla del Valle                           ;2020/04/18 07:00:00;;0;;0;1126  
Valdemaqueda                                ;2020/04/18 07:00:00;;350,88;;467,84;1599  
Navas del Rey                               ;2020/04/18 07:00:00;;101,9;45;1528,53;0992  
Olmeda de las Fuentes                       ;2020/04/18 07:00:00;;0;;1244,81;1013  
Bustarviejo                                 ;2020/04/18 07:00:00;;56,27;;281,37;0284  
Becerril de la Sierra                       ;2020/04/18 07:00:00;9;155,93;24;415,8;0186  
Fuenlabrada                                 ;2020/04/18 07:00:00;273;133,81;1299;636,72;0587  
Garganta de los Montes                      ;2020/04/18 07:00:00;;0;;364,96;0626  
Pinto                                       ;2020/04/18 07:00:00;40;75,26;191;359,35;1132  
Alameda del Valle                           ;2020/04/18 07:00:00;;0;;0;0035  
Berzosa del Lozoya                          ;2020/04/18 07:00:00;;1315,79;;1315,79;0203  
Los Santos de la Humosa                     ;2020/04/18 07:00:00;;119,12;18;1072,07;1375  
El Álamo                                    ;2020/04/18 07:00:00;28;283,6;56;567,2;0040  
Pelayos de la Presa                         ;2020/04/18 07:00:00;;75,05;15;562,85;1090  
Galapagar                                   ;2020/04/18 07:00:00;60;180,89;167;503,47;0611  
Griñón                                      ;2020/04/18 07:00:00;26;225,19;74;640,91;0663  
Gargantilla del Lozoya y Pinilla de Buitrago;2020/04/18 07:00:00;;0;;1027,4;0632  
Aldea del Fresno                            ;2020/04/18 07:00:00;10;331,56;35;1160,48;0088  
Carabaña                                    ;2020/04/18 07:00:00;;57,21;11;629,29;0357  
Talamanca de Jarama                         ;2020/04/18 07:00:00;7;223,5;23;734,36;1454  
Chapinería                                  ;2020/04/18 07:00:00;;0;6;262,24;0513  
Ciempozuelos                                ;2020/04/18 07:00:00;24;93,51;160;623,39;0409  
Ajalvir                                     ;2020/04/18 07:00:00;;105,35;12;252,84;0029  
San Lorenzo de El Escorial                  ;2020/04/18 07:00:00;40;225,8;89;502,4;1317  
Gascones                                    ;2020/04/18 07:00:00;;0;;0;0647  
San Martín de la Vega                       ;2020/04/18 07:00:00;13;63,84;67;329;1322  
Móstoles                                    ;2020/04/18 07:00:00;508;232,44;1677;767,34;0920  
Leganés                                     ;2020/04/18 07:00:00;620;314,87;2599;1319,91;0745  
Braojos                                     ;2020/04/18 07:00:00;;0;;1242,24;0246  
Cubas de la Sagra                           ;2020/04/18 07:00:00;6;108,21;20;360,69;0506  
Algete                                      ;2020/04/18 07:00:00;37;166,63;93;418,82;0091  
Mejorada del Campo                          ;2020/04/18 07:00:00;30;122,42;159;648,82;0843  
Loeches                                     ;2020/04/18 07:00:00;7;101;48;692,54;0758  
Parla                                       ;2020/04/18 07:00:00;93;68,03;633;463,04;1065  
Fuentidueña de Tajo                         ;2020/04/18 07:00:00;;100,86;16;806,86;0604  
Ambite                                      ;2020/04/18 07:00:00;;200,4;7;1402,81;0112  
Torremocha de Jarama                        ;2020/04/18 07:00:00;;0;8;996,26;1533  
Anchuelo                                    ;2020/04/18 07:00:00;;130,89;7;916,23;0127  
Los Molinos                                 ;2020/04/18 07:00:00;15;374,34;42;1048,17;0875  
